Sector,Escenario,Hora,IdNudo,Demanda,Altura,Presion,Calidad,Presion_cat,Cluster,Presion_pred,Presion_real_cat,Presion_pred_cat
Norte,0,01:00:00,5763,0.02,1801.76,20.76,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,5762,0.01,1801.77,20.53,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,5761,0.02,1801.7,21.47,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,5760,0.03,1801.73,21.09,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,5750,0.03,1801.69,21.36,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,5749,0.05,1801.66,21.51,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,5748,0.05,1801.61,21.35,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,1265,0.02,1801.57,20.98,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,1274,0.05,1801.56,21.76,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,1276,0.1,1801.54,22.73,0.0,Alta,1,12.47568311195446,Alta,Alta
